Id,Label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,strongcompnum,clustering,eigencentrality
tsuyo,tsuyo,,0,26,26,0,26,26,5,0.461988,0.596624,0,0,0.03526,52,0.000646,0,70,0,0
45123794,45123794,,1,0,1,1,0,1,0,0,0,0,0.00289,0,52,0.000668,0,69,0,0.002219
Suxyue,Suxyue,,1,47,48,1,47,48,2,0.679389,0.764045,1096,0.007209,0.042496,41,0.000668,0,154,0.003546,0.042986
119113192,119113192,,2,1,3,2,1,3,1,1,1,15,0.003506,0,41,0.001208,0,153,0,0.019849
muchoukong,muchoukong,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.000287,41,0.000646,0,155,0,0
46951035,46951035,,1,1,2,1,1,2,4,0.344828,0.408333,0,0,0,0,0.002161,1,156,0,0.04723
144245138,144245138,,3,3,6,3,3,6,3,0.5,0.6,49,0,0,0,0.005346,1,156,0,0.174087
51711592,51711592,,2,2,4,2,2,4,4,0.37037,0.475,19,0,0,0,0.004243,1,156,0,0.057257
141890031,141890031,,4,4,8,4,4,8,3,0.588235,0.683333,52.75,0,0,0,0.004983,1,156,0.333333,0.603999
gallimard,gallimard,,5,65,70,5,65,70,6,0.498645,0.622192,2013,0.002679,0.087971,49,0.001673,0,230,0.003166,0.104089
36795841,36795841,,1,0,1,1,0,1,0,0,0,0,0.007209,0,49,0.000668,0,229,0,0.042986
melodiawon,melodiawon,,0,3,3,0,3,3,1,1,1,0,0,0,48,0.000646,2,234,0,0
44816197,44816197,,1,0,1,1,0,1,0,0,0,0,0,0,48,0.00083,2,233,0,0.002219
nimamui,nimamui,,1,147,148,1,147,148,7,0.687879,0.813184,211.5,0.003481,0.9906,7,0.000716,0,385,0.000466,0.006205
qianqian7xh,qianqian7xh,,1,0,1,1,0,1,0,0,0,0,0.081181,0,7,0.000651,0,384,0,0.006205
78196859,78196859,,3,3,6,3,3,6,1,1,1,12,0,0.000001,20,0.011751,0,386,0,0.041388
147328212,147328212,,2,1,3,2,1,3,2,0.6,0.666667,3,0,0,20,0.004525,0,386,0,0.023984
angela.dashen,angela.dashen,,0,1,1,0,1,1,3,0.444444,0.541667,0,0,0,20,0.000646,0,387,0,0
liuxt,liuxt,,1,0,1,1,0,1,0,0,0,0,0.081181,0,7,0.000651,0,383,0,0.006205
fiona_bau,fiona_bau,,1,1,2,1,1,2,6,0.276515,0.30137,0,0.000053,0,49,0.000884,0,395,0,0.006205
luhuarock,luhuarock,,1,5,6,1,5,6,5,0.380208,0.437215,72,0,0.000641,49,0.001398,0,395,0,0.006205
56643693,56643693,,6,1,7,6,1,7,1,1,1,19,0.008665,0,49,0.007175,0,185,0.066667,0.102966
127175461,127175461,,1,1,2,1,1,2,1,1,1,0,0,0.00071,49,0.00675,0,185,0,0.045288
49341787,49341787,,2,0,2,2,0,2,0,0,0,0,0.08173,0,7,0.0012,0,382,0,0.008425
douzie,douzie,,0,1,1,0,1,1,1,1,1,0,0,0.006698,7,0.000646,0,396,0,0
sunny3333,sunny3333,,0,2,2,0,2,2,3,0.461538,0.583333,0,0,0,33,0.000646,0,399,0,0
mrdalloway,mrdalloway,,3,2,5,3,2,5,2,0.571429,0.625,8,0,0.006698,33,0.001471,0,398,0.25,0.018616
Larkspurlazarus,Larkspurlazarus,,0,1,1,0,1,1,3,0.416667,0.5,0,0,0,33,0.000646,0,400,0,0
eisenhajime,eisenhajime,,1,1,2,1,1,2,1,1,1,0,0,0,1,0.004308,3,401,0,0.006205
68750511,68750511,,1,1,2,1,1,2,1,1,1,0,0,0,1,0.004308,3,401,0,0.006205
monkaju,monkaju,,2,0,2,2,0,2,0,0,0,0,0.084663,0,41,0.000663,0,151,0,0.023835
50659341,50659341,,1,0,1,1,0,1,0,0,0,0,0.00289,0,52,0.000668,0,68,0,0.002219
156952431,156952431,,1,1,2,1,1,2,1,1,1,0,0,0,2,0.004308,4,402,0,0.006205
145838255,145838255,,1,1,2,1,1,2,1,1,1,0,0,0,2,0.004308,4,402,0,0.006205
156016222,156016222,,1,1,2,1,1,2,4,0.384615,0.483333,0,0,0,52,0.002901,0,360,0,0.016187
153950189,153950189,,2,2,4,2,2,4,3,0.555556,0.666667,11,0,0,52,0.005305,0,360,0,0.031603
73056364,73056364,,3,3,6,3,3,6,2,0.714286,0.8,25,0.000004,0,52,0.00774,0,360,0,0.045564
74361597,74361597,,1,2,3,1,2,3,5,0.35,0.504762,12.5,0.003481,0.006984,52,0.000716,0,361,0,0.006205
156064887,156064887,,2,1,3,2,1,3,4,0.384615,0.483333,15,0.000576,0,52,0.003377,0,360,0,0.024153
149086690,149086690,,2,2,4,2,2,4,3,0.555556,0.666667,20,0,0.000048,52,0.00571,0,360,0,0.036088
124812731,124812731,,0,14,14,0,14,14,3,0.75,0.87037,0,0,0.000078,20,0.000646,0,415,0,0
147019613,147019613,,2,1,3,2,1,3,2,0.6,0.666667,3,0.000006,0,20,0.004015,0,386,0,0.023984
westjin,westjin,,1,0,1,1,0,1,0,0,0,0,0.003483,0,41,0.000658,0,150,0,0.01763
63909635,63909635,,0,1,1,0,1,1,1,1,1,0,0,0,0,0.000646,1,417,0,0
73095252,73095252,,2,0,2,2,0,2,0,0,0,0,0,0,0,0.001379,1,416,0,0.004439
58059885,58059885,,0,3,3,0,3,3,5,0.393939,0.515385,0,0,0,0,0.000646,1,419,0,0
83454541,83454541,,1,1,2,1,1,2,1,1,1,0,0,0,3,0.004308,5,420,0,0.006205
92981591,92981591,,1,1,2,1,1,2,1,1,1,0,0,0,3,0.004308,5,420,0,0.006205
76703785,76703785,,2,0,2,2,0,2,0,0,0,0,0.005668,0,15,0.000714,0,63,0,0.038774
fcbuxiaoxin,fcbuxiaoxin,,5,25,30,5,25,30,4,0.55102,0.692901,368.5,0.004014,0.026669,15,0.001622,0,64,0.001232,0.030969
58114980,58114980,,0,1,1,0,1,1,1,1,1,0,0,0,4,0.000646,6,422,0,0
137303234,137303234,,1,0,1,1,0,1,0,0,0,0,0,0,4,0.001196,6,421,0,0.002219
yvic,yvic,,1,18,19,1,18,19,2,0.95,0.973684,36,0.081181,0.009268,27,0.000651,0,345,0.002924,0.006205
129819393,129819393,,1,0,1,1,0,1,0,0,0,0,0.00076,0,27,0.000677,0,344,0,0.006205
122653269,122653269,,1,1,2,1,1,2,1,1,1,0,0,0,5,0.004308,7,423,0,0.006205
133939036,133939036,,1,1,2,1,1,2,1,1,1,0,0,0,5,0.004308,7,423,0,0.006205
Vivian1988724,Vivian1988724,,0,5,5,0,5,5,1,1,1,0,0,0.014427,22,0.000646,0,426,0,0
lovelovey,lovelovey,,2,0,2,2,0,2,0,0,0,0,0.082363,0,22,0.00076,0,381,0,0.008425
3744294,3744294,,0,1,1,0,1,1,1,1,1,0,0,0,6,0.000646,8,428,0,0
chichao,chichao,,1,0,1,1,0,1,0,0,0,0,0,0,6,0.001196,8,427,0,0.002219
62428038,62428038,,1,0,1,1,0,1,0,0,0,0,0.00076,0,27,0.000677,0,343,0,0.006205
caoyitiao,caoyitiao,,0,4,4,0,4,4,1,1,1,0,0,0.000023,26,0.000646,0,433,0,0
115471217,115471217,,1,0,1,1,0,1,0,0,0,0,0.000002,0,26,0.000784,0,432,0,0.002219
linghuli,linghuli,,2,3,5,2,3,5,2,0.8,0.875,51,0.000889,0.000005,27,0.001623,0,184,0,0.052772
2689782,2689782,,1,0,1,1,0,1,0,0,0,0,0,0,27,0.001106,0,183,0,0.022608
25919127,25919127,,0,22,22,0,22,22,3,0.818182,0.901235,0,0,0.003339,26,0.000646,0,447,0,0
64134058,64134058,,1,0,1,1,0,1,0,0,0,0,0.000274,0,26,0.000671,0,446,0,0.002219
Princess.,Princess.,,2,0,2,2,0,2,0,0,0,0,0.004242,0,27,0.000689,0,149,0,0.023835
109417606,109417606,,2,1,3,2,1,3,3,0.5,0.583333,16,0.000596,0,19,0.001469,0,450,0,0.026484
140594033,140594033,,1,3,4,1,3,4,2,0.8,0.875,15,0,0.00005,19,0.001895,0,450,0,0.014904
3794267,3794267,,1,8,9,1,8,9,6,0.424299,0.457342,7,0.081181,0.042473,7,0.000651,0,385,0.107143,0.006205
nir7vana,nir7vana,,2,0,2,2,0,2,0,0,0,0,0.084661,0,7,0.00072,0,362,1,0.012411
fhbaidu,fhbaidu,,1,0,1,1,0,1,0,0,0,0,0.081181,0,7,0.000651,0,380,0,0.006205
56430618,56430618,,1,1,2,1,1,2,1,1,1,0,0,0,8,0.004308,9,451,0,0.006205
53886643,53886643,,1,1,2,1,1,2,1,1,1,0,0,0,8,0.004308,9,451,0,0.006205
gudu-fish,gudu-fish,,1,1,2,1,1,2,1,1,1,13,0.000831,0,22,0.000727,0,189,0,0.035772
102262994,102262994,,1,0,1,1,0,1,0,0,0,0,0,0,22,0.001264,0,188,0,0.014611
76011688,76011688,,1,0,1,1,0,1,0,0,0,0,0.002186,0,15,0.000702,0,62,0,0.021144
belle,belle,,0,1,1,0,1,1,1,1,1,0,0,0,9,0.000646,10,453,0,0
58764888,58764888,,1,0,1,1,0,1,0,0,0,0,0,0,9,0.001196,10,452,0,0.002219
52991191,52991191,,1,0,1,1,0,1,0,0,0,0,0.000274,0,26,0.000671,0,445,0,0.002219
veronicaqbz,veronicaqbz,,1,0,1,1,0,1,0,0,0,0,0.081181,0,7,0.000651,0,379,0,0.006205
kapa49,kapa49,,2,2,4,2,2,4,2,0.75,0.833333,3,0.000935,0.00008,53,0.001915,0,456,0.166667,0.009686
yin1257,yin1257,,1,1,2,1,1,2,3,0.5,0.611111,0,0.000007,0.000077,53,0.00146,0,456,0,0.00893
jam119,jam119,,0,8,8,0,8,8,3,0.769231,0.883333,0,0,0.000117,27,0.000646,0,465,0,0
stayawesome,stayawesome,,1,0,1,1,0,1,0,0,0,0,0.00001,0,27,0.000715,0,464,0,0.002219
48521692,48521692,,1,0,1,1,0,1,0,0,0,0,0.000274,0,26,0.000671,0,444,0,0.002219
little-wen,little-wen,,2,0,2,2,0,2,0,0,0,0,0.08839,0,49,0.000672,0,228,0,0.049192
baobei930a,baobei930a,,1,0,1,1,0,1,0,0,0,0,0.002186,0,15,0.000702,0,61,0,0.021144
vignefei,vignefei,,0,20,20,0,20,20,7,0.362044,0.425778,0,0,0.011337,53,0.000646,0,480,0.015789,0
136558282,136558282,,1,0,1,1,0,1,0,0,0,0,0.000929,0,53,0.000674,0,479,0,0.002219
147813213,147813213,,2,0,2,2,0,2,0,0,0,0,0.08839,0,49,0.000672,0,227,0,0.049192
GeoLogus,GeoLogus,,0,3,3,0,3,3,1,1,1,0,0,0.001219,21,0.000646,0,482,0,0
51121274,51121274,,3,0,3,3,0,3,0,0,0,0,0.007365,0,21,0.001747,0,181,0,0.072093
drennuz,drennuz,,3,2,5,3,2,5,2,0.666667,0.75,21,0.000058,0.000676,21,0.002106,0,184,0.166667,0.060016
haidiaozyx,haidiaozyx,,1,0,1,1,0,1,0,0,0,0,0.007209,0,49,0.000668,0,226,0,0.042986
penjing1026,penjing1026,,1,1,2,1,1,2,1,1,1,0,0,0,10,0.004308,11,483,0,0.006205
dearbeibei,dearbeibei,,1,1,2,1,1,2,1,1,1,0,0,0,10,0.004308,11,483,0,0.006205
108025286,108025286,,1,0,1,1,0,1,0,0,0,0,0.003483,0,41,0.000658,0,148,0,0.01763
151316034,151316034,,1,0,1,1,0,1,0,0,0,0,0.000006,0,20,0.000686,0,414,0,0.002219
fgics,fgics,,1,0,1,1,0,1,0,0,0,0,0.081181,0,7,0.000651,0,378,0,0.006205
2268792,2268792,,1,0,1,1,0,1,0,0,0,0,0.000929,0,53,0.000674,0,478,0,0.002219
133621420,133621420,,1,8,9,1,8,9,1,1,1,70,0.003483,0.008252,33,0.000658,0,147,0.013889,0.01763
123052436,123052436,,1,0,1,1,0,1,0,0,0,0,0.00001,0,27,0.000715,0,463,0,0.002219
Tournesolcc,Tournesolcc,,2,0,2,2,0,2,0,0,0,0,0.08407,0,52,0.000672,0,67,0,0.008425
141459840,141459840,,1,0,1,1,0,1,0,0,0,0,0.081181,0,7,0.000651,0,377,0,0.006205
27478612,27478612,,1,1,2,1,1,2,2,0.666667,0.75,0,0.000069,0,35,0.001442,0,484,0,0.006205
chenmodewan,chenmodewan,,1,2,3,1,2,3,1,1,1,1,0,0.000843,35,0.001872,0,484,0,0.006205
charmingping,charmingping,,1,1,2,1,1,2,1,1,1,14,0.003483,0,41,0.000658,0,141,0,0.01763
1255711,1255711,,1,0,1,1,0,1,0,0,0,0,0,0,41,0.001206,0,140,0,0.009032
43006050,43006050,,1,1,2,1,1,2,1,1,1,0,0,0,11,0.004308,12,485,0,0.006205
52399974,52399974,,1,1,2,1,1,2,1,1,1,0,0,0,11,0.004308,12,485,0,0.006205
47859386,47859386,,0,1,1,0,1,1,1,1,1,0,0,0,12,0.000646,13,487,0,0
89263357,89263357,,1,0,1,1,0,1,0,0,0,0,0,0,12,0.001196,13,486,0,0.002219
39056403,39056403,,0,2,2,0,2,2,8,0.262341,0.289126,0,0,0.001037,49,0.000646,0,488,0,0
esotericmc,esotericmc,,3,13,16,3,13,16,7,0.351816,0.413458,486,0.007897,0.010168,49,0.001252,0,230,0.019048,0.059817
Nebula,Nebula,,1,2,3,1,2,3,8,0.262857,0.289823,31.5,0.000831,0.007349,22,0.000727,0,230,0,0.035772
135020495,135020495,,1,0,1,1,0,1,0,0,0,0,0.00076,0,27,0.000677,0,342,0,0.006205
scarlettwei,scarlettwei,,0,41,41,0,41,41,2,0.901961,0.945652,0,0,0.055654,50,0.000646,0,521,0,0
130918981,130918981,,1,0,1,1,0,1,0,0,0,0,0.004561,0,50,0.00066,0,520,0,0.002219
46803167,46803167,,1,1,2,1,1,2,1,1,1,0,0,0,13,0.004308,14,522,0,0.006205
44486984,44486984,,1,1,2,1,1,2,1,1,1,0,0,0,13,0.004308,14,522,0,0.006205
101886856,101886856,,2,39,41,2,39,41,1,1,1,524,0.084663,0.013034,33,0.000663,0,131,0.002439,0.023835
133633593,133633593,,1,0,1,1,0,1,0,0,0,0,0.001068,0,33,0.000661,0,130,0,0.013018
ballsirius,ballsirius,,0,1,1,0,1,1,1,1,1,0,0,0,14,0.000646,15,524,0,0
happytlyh,happytlyh,,1,0,1,1,0,1,0,0,0,0,0,0,14,0.001196,15,523,0,0.002219
149785406,149785406,,1,1,2,1,1,2,2,0.666667,0.75,2,0.00001,0,27,0.000715,0,462,0,0.002219
155767956,155767956,,1,0,1,1,0,1,0,0,0,0,0.00076,0,27,0.000677,0,341,0,0.006205
sqhtpydkfg,sqhtpydkfg,,2,0,2,2,0,2,0,0,0,0,0.08173,0,7,0.0012,0,376,0,0.008425
xiaohailove,xiaohailove,,0,1,1,0,1,1,1,1,1,0,0,0.006698,7,0.000646,0,525,0,0
2327245,2327245,,1,7,8,1,7,8,5,0.389831,0.460145,70,0.000233,0.00141,19,0.000765,0,394,0,0.010691
49364303,49364303,,1,0,1,1,0,1,0,0,0,0,0.000116,0,19,0.000739,0,392,0,0.007966
151079533,151079533,,1,0,1,1,0,1,0,0,0,0,0.004561,0,50,0.00066,0,519,0,0.002219
47348527,47348527,,1,0,1,1,0,1,0,0,0,0,0.003483,0,41,0.000658,0,143,0,0.01763
captainkitsch,captainkitsch,,0,1,1,0,1,1,1,1,1,0,0,0.00018,15,0.000646,0,526,0,0
91687057,91687057,,2,0,2,2,0,2,0,0,0,0,0.0022,0,15,0.001251,0,60,0,0.023363
squidgy,squidgy,,1,2,3,1,2,3,1,1,1,1,0,0,16,0.001872,16,528,0,0.006205
151577874,151577874,,1,0,1,1,0,1,0,0,0,0,0,0,16,0.001442,16,527,0,0.006205
52374368,52374368,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0.00071,49,0.000646,0,529,0,0
41332745,41332745,,2,7,9,2,7,9,6,0.30131,0.375604,36,0.000168,0.002841,49,0.000977,0,394,0,0.014171
ylzw28,ylzw28,,2,2,4,2,2,4,1,1,1,6,0.085742,0.000536,41,0.000664,0,375,0,0.008425
96095659,96095659,,1,0,1,1,0,1,0,0,0,0,0.004561,0,50,0.00066,0,518,0,0.002219
145300211,145300211,,2,0,2,2,0,2,0,0,0,0,0.004551,0,33,0.000673,0,129,0.5,0.030648
120852228,120852228,,1,0,1,1,0,1,0,0,0,0,0.004561,0,50,0.00066,0,517,0,0.002219
144058532,144058532,,1,0,1,1,0,1,0,0,0,0,0.007209,0,49,0.000668,0,225,0,0.042986
135910407,135910407,,1,0,1,1,0,1,0,0,0,0,0.003483,0,41,0.000658,0,142,0,0.01763
googolmo,googolmo,,4,5,9,4,5,9,3,0.541667,0.653846,39,0.000058,0.000005,21,0.004474,0,533,0.05,0.050199
april.fool,april.fool,,1,1,2,1,1,2,4,0.361111,0.416667,0,0,0.000005,21,0.001407,0,533,0,0.024858
deadpan42,deadpan42,,1,1,2,1,1,2,1,1,1,0,0,0,17,0.004308,17,534,0,0.006205
2776345,2776345,,1,1,2,1,1,2,1,1,1,0,0,0,17,0.004308,17,534,0,0.006205
51087287,51087287,,1,0,1,1,0,1,0,0,0,0,0.081181,0,7,0.000651,0,373,0,0.006205
SCNUlittlefox,SCNUlittlefox,,2,0,2,2,0,2,0,0,0,0,0.08839,0,49,0.000672,0,224,0,0.049192
71473444,71473444,,2,0,2,2,0,2,0,0,0,0,0.001744,0,33,0.000731,0,128,0,0.022051
1521087,1521087,,1,0,1,1,0,1,0,0,0,0,0.081181,0,7,0.000651,0,372,0,0.006205
sunagawakarin,sunagawakarin,,1,0,1,1,0,1,0,0,0,0,0.00001,0,27,0.000715,0,460,0,0.002219
mengshu444,mengshu444,,1,2,3,1,2,3,1,1,1,14,0,0,49,0.002323,0,164,0,0.011586
jdwinoforever,jdwinoforever,,2,1,3,2,1,3,2,0.666667,0.75,26,0.000006,0,49,0.001973,0,164,0,0.018093
luobeibei,luobeibei,,1,2,3,1,2,3,6,0.216726,0.237047,36,0.000133,0.000069,49,0.000797,0,230,0,0.019466
91843670,91843670,,1,0,1,1,0,1,0,0,0,0,0.081181,0,7,0.000651,0,371,0,0.006205
49025271,49025271,,1,0,1,1,0,1,0,0,0,0,0.000006,0,20,0.000686,0,413,0,0.002219
94353228,94353228,,2,0,2,2,0,2,0,0,0,0,0.007451,0,52,0.000681,0,66,0,0.004439
61450116,61450116,,1,0,1,1,0,1,0,0,0,0,0.081181,0,7,0.000651,0,370,0,0.006205
wwbebrave,wwbebrave,,1,1,2,1,1,2,2,0.666667,0.75,0,0,0,16,0.001442,16,528,0,0.006205
caoyanjun,caoyanjun,,1,0,1,1,0,1,0,0,0,0,0.081181,0,7,0.000651,0,369,0,0.006205
137452821,137452821,,1,4,5,1,4,5,5,0.342466,0.426,33,0.000015,0.0004,26,0.001048,0,58,0,0.01724
5087335,5087335,,1,0,1,1,0,1,0,0,0,0,0.000033,0,26,0.000869,0,42,0,0.009582
15901933,15901933,,0,1,1,0,1,1,1,1,1,0,0,0,18,0.000646,18,536,0,0
2123968,2123968,,1,0,1,1,0,1,0,0,0,0,0,0,18,0.001196,18,535,0,0.002219
AndreBFSU,AndreBFSU,,3,9,12,3,9,12,4,0.619048,0.801282,36,0,0.007224,19,0.003023,0,538,0,0.030564
82889509,82889509,,1,1,2,1,1,2,5,0.393939,0.464103,0,0.000592,0,19,0.000932,0,538,0,0.017404
68015157,68015157,,1,0,1,1,0,1,0,0,0,0,0.007209,0,49,0.000668,0,223,0,0.042986
134975339,134975339,,2,0,2,2,0,2,0,0,0,0,0.008043,0,49,0.00075,0,180,1,0.068872
didolia,didolia,,2,1,3,2,1,3,1,1,1,1,0.000006,0,20,0.004449,0,412,0,0.009686
ssdysyyy,ssdysyyy,,1,1,2,1,1,2,1,1,1,0,0,0.000001,20,0.004428,0,412,0,0.00893
pudding110,pudding110,,1,1,2,1,1,2,4,0.361111,0.416667,0,0,0.000005,21,0.001407,0,533,0,0.024858
cloverllx,cloverllx,,1,1,2,1,1,2,4,0.361111,0.416667,0,0,0.000005,21,0.001407,0,533,0,0.024858
notpasserby,notpasserby,,1,5,6,1,5,6,3,0.565217,0.666667,16,0,0.000699,21,0.001407,0,533,0.05,0.024858
dhampirlove,dhampirlove,,1,0,1,1,0,1,0,0,0,0,0.081181,0,7,0.000651,0,368,0,0.006205
63501666,63501666,,1,0,1,1,0,1,0,0,0,0,0.00289,0,52,0.000668,0,65,0,0.002219
145642920,145642920,,5,4,9,5,4,9,4,0.5,0.641667,16.666667,0,0,0,0.004604,1,156,0.4,0.753468
149308878,149308878,,5,5,10,5,5,10,5,0.434783,0.653333,2.416667,0,0,0,0.005326,1,156,0.7,0.887986
143809857,143809857,,6,6,12,6,6,12,4,0.555556,0.741667,19.083333,0,0,0,0.006386,1,156,0.6,1
154439493,154439493,,5,5,10,5,5,10,5,0.434783,0.653333,2.416667,0,0,0,0.005326,1,156,0.7,0.887986
61701041,61701041,,1,0,1,1,0,1,0,0,0,0,0.000833,0,49,0.000728,0,179,0,0.025885
141995850,141995850,,1,0,1,1,0,1,0,0,0,0,0.000006,0,20,0.000686,0,411,0,0.002219
3737553,3737553,,2,2,4,2,2,4,1,1,1,5,0.000057,0,21,0.000886,0,531,0.333333,0.027088
52408842,52408842,,1,0,1,1,0,1,0,0,0,0,0,0,21,0.001023,0,530,0,0.014538
realweijia,realweijia,,1,0,1,1,0,1,0,0,0,0,0.003483,0,41,0.000658,0,139,0,0.01763
43596518,43596518,,1,1,2,1,1,2,5,0.393939,0.464103,0,0.000592,0,19,0.000932,0,538,0,0.017404
mipplor,mipplor,,1,1,2,1,1,2,5,0.393939,0.464103,0,0.000592,0,19,0.000932,0,538,0,0.017404
beimingke,beimingke,,0,3,3,0,3,3,1,1,1,0,0,0.000692,49,0.000646,0,541,0,0
152782827,152782827,,1,0,1,1,0,1,0,0,0,0,0.000057,0,49,0.00083,0,540,0,0.002219
rocinante001,rocinante001,,1,1,2,1,1,2,5,0.357616,0.399691,0,0.002186,0.000329,15,0.000702,0,64,0,0.021144
youhuang,youhuang,,3,12,15,3,12,15,5,0.362919,0.417301,543,0.00741,0.010138,22,0.001138,0,230,0.030303,0.092474
sylviacy,sylviacy,,2,2,4,2,2,4,6,0.346516,0.38125,0,0.00804,0.000827,22,0.000749,0,230,1,0.078759
chanjun,chanjun,,1,0,1,1,0,1,0,0,0,0,0.081181,0,7,0.000651,0,367,0,0.006205
3368287,3368287,,3,0,3,3,0,3,0,0,0,0,0.082604,0,19,0.001017,0,187,0,0.059381
73661506,73661506,,1,0,1,1,0,1,0,0,0,0,0.002186,0,15,0.000702,0,59,0,0.021144
lancaoqin,lancaoqin,,4,0,4,4,0,4,0,0,0,0,0.008409,0,49,0.00102,0,167,0.166667,0.099029
Esax,Esax,,2,6,8,2,6,8,5,0.27381,0.309149,249.5,0.000836,0.001625,49,0.001066,0,230,0,0.045731
bloody,bloody,,1,1,2,1,1,2,1,1,1,0,0.007209,0.000595,49,0.000668,0,198,0.5,0.042986
56803551,56803551,,2,0,2,2,0,2,0,0,0,0,0.007258,0,49,0.001236,0,197,0.5,0.060616
3928151,3928151,,1,1,2,1,1,2,1,1,1,0,0,0,23,0.004308,19,542,0,0.006205
35818666,35818666,,1,1,2,1,1,2,1,1,1,0,0,0,23,0.004308,19,542,0,0.006205
zhuang13,zhuang13,,1,2,3,1,2,3,8,0.252033,0.271473,1.5,0.000018,0.000755,49,0.001165,0,543,0,0.010191
69054462,69054462,,2,0,2,2,0,2,0,0,0,0,0.007271,0,49,0.001163,0,222,0,0.050845
43428548,43428548,,0,1,1,0,1,1,1,1,1,0,0,0,24,0.000646,20,545,0,0
115256056,115256056,,1,0,1,1,0,1,0,0,0,0,0,0,24,0.001196,20,544,0,0.002219
xdanger,xdanger,,1,1,2,1,1,2,1,1,1,0,0,0,25,0.004308,21,546,0,0.006205
akaaa,akaaa,,1,1,2,1,1,2,1,1,1,0,0,0,25,0.004308,21,546,0,0.006205
next99,next99,,3,16,19,3,16,19,3,0.641026,0.786667,255,0.002216,0.002314,26,0.001409,0,58,0.003676,0.050822
onlyoneray,onlyoneray,,2,2,4,2,2,4,4,0.454545,0.5,61,0.000222,0.000183,26,0.000944,0,58,0,0.034854
lucyhu,lucyhu,,1,2,3,1,2,3,4,0.423729,0.48,22,0.00019,0.000183,26,0.000721,0,58,0,0.025273
71154050,71154050,,2,0,2,2,0,2,0,0,0,0,0.007258,0,49,0.001218,0,221,0,0.045206
Dongfengpoyifu,Dongfengpoyifu,,0,1,1,0,1,1,1,1,1,0,0,0.000595,49,0.000646,0,547,0,0
wajwq781202,wajwq781202,,1,0,1,1,0,1,0,0,0,0,0.007209,0,49,0.000668,0,220,0,0.042986
yuanbulai,yuanbulai,,0,1,1,0,1,1,1,1,1,0,0,0.000287,41,0.000646,0,548,0,0
41694650,41694650,,2,0,2,2,0,2,0,0,0,0,0.003506,0,41,0.001208,0,138,0,0.019849
42927631,42927631,,1,2,3,1,2,3,1,1,1,3,0,0.006743,7,0.001878,0,366,0,0.010691
faithshen,faithshen,,2,1,3,2,1,3,2,0.666667,0.75,4,0.081733,0,7,0.001449,0,366,0,0.014171
53738178,53738178,,3,1,4,3,1,4,1,1,1,3,0,0,27,0.007154,0,461,0,0.015891
128363381,128363381,,1,1,2,1,1,2,1,1,1,0,0,0,27,0.006732,0,461,0,0.012916
2380307,2380307,,0,1,1,0,1,1,1,1,1,0,0,0.007074,50,0.000646,0,549,0,0
137933560,137933560,,3,0,3,3,0,3,0,0,0,0,0.086321,0,50,0.001213,0,364,0,0.010644
Levi-Vincent,Levi-Vincent,,1,0,1,1,0,1,0,0,0,0,0.081181,0,7,0.000651,0,363,0,0.006205
126817581,126817581,,1,0,1,1,0,1,0,0,0,0,0.003483,0,41,0.000658,0,137,0,0.01763
teewhy,teewhy,,1,0,1,1,0,1,0,0,0,0,0.003483,0,41,0.000658,0,136,0,0.01763
hongyeshou,hongyeshou,,0,3,3,0,3,3,4,0.466667,0.630952,0,0,0.000069,22,0.000646,0,552,0,0
48060442,48060442,,2,1,3,2,1,3,3,0.5,0.583333,52,0.000836,0.000182,22,0.00091,0,186,0,0.037991
kimihoudrix,kimihoudrix,,1,1,2,1,1,2,1,1,1,0,0,0,28,0.004308,22,553,0,0.006205
echolovu,echolovu,,1,1,2,1,1,2,1,1,1,0,0,0,28,0.004308,22,553,0,0.006205
17109660,17109660,,1,0,1,1,0,1,0,0,0,0,0.000002,0,26,0.000784,0,431,0,0.002219
140523157,140523157,,0,1,1,0,1,1,1,1,1,0,0,0,29,0.000646,23,555,0,0
134438672,134438672,,1,0,1,1,0,1,0,0,0,0,0,0,29,0.001196,23,554,0,0.002219
aselinstory,aselinstory,,1,0,1,1,0,1,0,0,0,0,0.081181,0,7,0.000651,0,359,0,0.006205
ForgetJulia,ForgetJulia,,5,0,5,5,0,5,0,0,0,0,0.004956,0,22,0.00135,0,19,0,0.044649
zhuangbilitier,zhuangbilitier,,0,1,1,0,1,1,1,1,1,0,0,0.000406,22,0.000646,0,556,0,0
55334410,55334410,,0,2,2,0,2,2,1,1,1,0,0,0,30,0.000646,24,559,0,0
amber0517,amber0517,,1,0,1,1,0,1,0,0,0,0,0,0,30,0.000921,24,558,0,0.002219
109096404,109096404,,1,0,1,1,0,1,0,0,0,0,0.002186,0,15,0.000702,0,38,0,0.021144
51354919,51354919,,0,1,1,0,1,1,1,1,1,0,0,0,31,0.000646,25,561,0,0
143937486,143937486,,1,0,1,1,0,1,0,0,0,0,0,0,31,0.001196,25,560,0,0.002219
44663754,44663754,,0,1,1,0,1,1,1,1,1,0,0,0,32,0.000646,26,563,0,0
